record_no,standardized_names,scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,native_status,native_status_reason,native_status_sources,is_introduced,native_status_country,native_status_state_province,native_status_county_parish,country,state_province,county,locality,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_cultivated_observation,is_cultivated_in_region,is_location_cultivated,is_new_world,observation_type
194,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,NA,NA,Argentina,NA,NA,"RÃ­o Juramento [Cumbres Altas del Presidio] - Sierras Altas del Presidio. RÃ­o Juramento, 19,7 km al E (aguas abajo) del dique Cabra Corral/Provincia de Salta",-25.26667,-65.3,24/10/1986,GBIF,G,G,G,Geneva Herbarium â€“ General Collection (G),3547,0,0,NA,1,specimen
195,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Salta,Oran,RÃ­o Piedras,-23.37,-64.22,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
196,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,San Pedro,Orilla rio de San Pedro,-24.3,-64.84,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
197,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,San Pedro,Cerro de San Pedro,-24.3,-64.84,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
198,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Tucuman,Burruyacu,El Morao,-26.51,-64.83,NA,GBIF,LIL,LIL,LIL,HERB,3376,0,0,NA,1,specimen
199,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,San Pedro,cerrito de San Lucas,-24.3,-64.84,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
200,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,Ledesma,"Parque Nacional Calilegua, orillas del arroyo Aguas Negras, sendero a la Junta",-23.73,-64.83,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
201,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,Ledesma,"Cauce del rÃ­o San Lorenzo, ca. del puente de RN 34 Gral. San MartÃ­n-Calilegua.",-23.78333,-64.78333,16/12/2002,MO,BAB,BAB,BAB,NA,280,0,0,NA,1,specimen
202,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Salta,Oran,Tartagal,-23.37,-64.22,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
203,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,Ledesma,Along the road leading from rute 34 just S of Calilegua,-23.83,-64.83,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
204,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,Ledesma,"Parque Nacional Calilegua, orillas del arroyo Aguas Negras, sendero a la Junta",-23.73333,-64.83333,02/11/1998,MO,"MO, SI","MO, SI","MO, SI",NA,280,0,0,NA,1,specimen
205,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,NA,,-23,-66,22/02/1972,GBIF,F,F,F,Botany,3567,0,0,NA,1,specimen
206,Fosterella vasquezii,Fosterella vasquezii,Bromeliaceae,Fosterella vasquezii E.Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Velasco, Park National Noel Kempff Mercado, steep slopes (sandstone) of Serrania de Huanchaca, nearby \El Encanto\"" waterfall""",-14.666667,-60.5,27/08/1993,GBIF,FR,FR,FR,Herbarium Senckenbergianum,3497,0,0,NA,1,specimen
207,Fosterella vasquezii,Fosterella vasquezii,Bromeliaceae,Fosterella vasquezii E.Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Prov. Velasco, Parque Nacional Noel Kempff, El Encanto, Los Fierros (Sammler Originalmaterial: P. & C. Ibisch, 05. Aug. 1998)",-14.75,-60.966667,02/06/2003,GBIF,FR,FR,FR,Herbarium Senckenbergianum,3497,0,0,NA,1,specimen
208,Fosterella vasquezii,Fosterella vasquezii,Bromeliaceae,Fosterella vasquezii E. Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Velasco,Parque Nacional Noel Kempff Mercado. Campamento Las Gamas. Paisaje variado de campo cerrado; bosque de galeria y campo rupestre. Sabanas recien quemadas.,-14.80833,-60.40472,28/10/1995,MO,"MO, SEL, USZ","MO, SEL, USZ","MO, SEL, USZ",NA,280,0,0,NA,1,specimen
209,Fosterella vasquezii,Fosterella vasquezii,Bromeliaceae,Fosterella vasquezii E. Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Velasco,"Parque Nacional Noel Kempff Mercado. Senda de Los Fierros hacia la serranÃ­a, 8 km. del fin del camino Bosque semideciduo sobre faldas inferiores de la serranÃ­a, con afloramientos rocosos y areniscas",-14.5544444,-60.7833333,13/06/1994,MO,"FR, K, MO, NY, RB, SEL, US, USZ","FR, K, MO, NY, RB, SEL, US, USZ","FR, K, MO, NY, RB, SEL, US, USZ",NA,280,0,0,NA,1,specimen
210,Fosterella vasquezii,Fosterella vasquezii,Bromeliaceae,Fosterella vasquezii E.Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Prov. Velasco: Parque Nacional \Kempff Mercado\"", cerca catarata \""El Encanto\""""",-14.666667,-60.5,27/08/1993,GBIF,FR,FR,FR,Herbarium Senckenbergianum,3497,0,0,NA,1,specimen
211,Fosterella vasquezii,Fosterella vasquezii,Bromeliaceae,Fosterella vasquezii E.Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"Prov. Velasco. SEnda de Los Fierros hacia la serrania, 8 Km del fin del camino. Parque Nacional Noel Kempff Mercado",-14.554444,-60.796667,13/06/1994,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,0,0,NA,1,specimen
212,Fosterella vasquezii,Fosterella vasquezii,BROMELIACEAE,Fosterella vasquezii E. Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,NA,-14.5544444,-60.7966666,13/06/1994,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,0,0,NA,1,specimen
213,Fosterella vasquezii,Fosterella vasquezii,Bromeliaceae,Fosterella vasquezii E.Gross & Ibisch,Bromeliaceae,Fosterella vasquezii,E. Gross & Ibisch,flowering plants,Accepted,Bromeliaceae,E. Gross & Ibisch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Prov. Velasco, Parque Nacional Noel Kempff M. Senda de Los Fierros hacia la serrania, 8 km del fin del camino Bosque semideciduo sobre faldas inferiores de la serrania, con afloramientos rocosos y areniscas",-14.55445,-60.796667,13/06/1994,GBIF,FR,FR,FR,Herbarium Senckenbergianum,3497,0,0,NA,1,specimen
214,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Estrada para casa nova,-9.585333,-41.063083,20/07/2009,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,0,0,NA,1,specimen
215,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A. H. Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,Tucano,Estrada para a Serra da Pedra Grande.; habitat: Caatinga arbustiva. Solo bastante arenoso.,-11.12333,-38.77361,15/11/2005,NY,NY,NY,NY,Herbarium,104,0,0,NA,1,specimen
216,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,NA,NA,Brazil,Pernambuco,NA,,-9.041944,-37.266111,18/10/1995,GBIF,IMA,IMA,IMA,MAC,2458,0,0,NA,1,specimen
217,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,Itatim,Morro do LeÃƒÂ£o,-12.716667,-39.683333,27/10/1996,SpeciesLink,UnB,UnB,UnB,UB,1227,0,0,NA,1,specimen
218,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Comunidade dos Negos, Fazenda do Campo Verde.",-9.423333,-42.299722,04/07/2000,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
219,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do LeÃ£o.,-12.716667,-39.683333,27/10/1996,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
220,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Fazenda Itaberaba. Morro de Itiberaba. SÃ­tio com pinturas.,-12.501667,-40.083333,05/06/2005,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
221,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do Agenor.,-12.7,-39.766667,29/09/1996,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
222,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,NA,NA,Brazil,Pernambuco,NA,,-8.513889,-37.255556,08/03/2005,GBIF,UESC,UESC,UESC,UESC,3702,0,0,NA,1,specimen
223,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,,-12.716667,-39.683333,27/10/1996,GBIF,UESC,UESC,UESC,UESC,3702,0,0,NA,1,specimen
224,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,OurolÃ¢ndia estrada para Umburanas (estrada de chÃ£o para Pedreira Araras).,-10.949167,-41.077222,26/01/2008,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
225,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Sentido BendengÃ³, estrada de chÃ£o.",-9.913889,-39.552778,24/06/2005,GBIF,UESB,UESB,UESB,HUESB,1632,0,0,NA,1,specimen
226,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Ãrea de caatinga arbustiva densa com afloramento rochoso prÃ³xima a BA 052. Chapada Diamantina.,-11.4975,-41.331944,13/08/2010,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
227,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Sentido BendengÃ³, estrada de chÃ£o.",-9.915,-39.058611,24/06/2005,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
228,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Fazenda Guariba, Bacia do Salitre.",-11.437222,-41.193889,12/10/2007,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
229,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Parque Estadual de Morro do ChapÃ©u: Lages.,-11.493056,-41.327778,25/08/2006,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
230,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,,-12.7,-39.683333,NA,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
231,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do Letreiro Face Leste T3 2 5.,-12.7275,-39.776389,03/07/2012,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
232,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H. Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Mpio. de Sento SÃ©.; {bignon-32292} Tabebuia selachidentata,-10.1833333,-41.4166667,09/09/1981,MO,MO,MO,MO,NA,280,0,0,NA,1,specimen
233,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,NA,NA,Brazil,Alagoas,NA,"Ilha do Ferro, margem do Rio SÃ£o Francisco.",-9.741389,-37.516667,19/10/2002,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
234,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,IpuaÃ§Ãº. Inselberg em caatinga.,-12.25,-38.966667,02/12/2003,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1,0,NA,1,specimen
235,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Fazenda JibÃ³ia. Estrada do feijÃ£o.,-12.271944,-39.060833,13/05/2003,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
236,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro das Tocas,-12.716667,-39.7,16/12/1995,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
237,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Baixa do Fontana. Brejo do Bingo. TerritÃ³rio IndÃ­gena PankararÃ©.,-9.333333,-38.483333,10/08/2004,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
238,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,"Fazenda Itaberaba, ilhas de vegetaÃ§Ã£o em Inselberg.",-12.501667,-40.084167,08/02/2008,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
239,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Estrada para a Serra da Pedra Grande.,-11.123333,-38.773611,15/11/2005,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
240,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Santana Patamar plano em solo amarelo compacto.,-9.6425,-40,23/11/1983,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
241,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Fazenda Ouro Branco.,-11.376667,-41.250278,13/10/2006,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
242,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,ca. 750m W of BA-052 road at km 289. Part of voucher specimen collections of a permanent 0.5 ha plot MOR02 during project NordEste.,-11.483333,-41.333333,06/03/2017,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
243,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Parque Estadual de Morro do ChapÃ©u: Lages.,-11.493333,-41.328056,26/08/2006,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
244,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,ca. 200m W of BA-052 road at km 287. Part of voucher specimen collections of a permanent 0.5 ha plot MOR01 during project NordEste.,-11.483333,-41.316667,08/03/2017,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
245,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,,-12.75,-39.533333,17/09/2005,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
246,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Bignoniaceae,Handroanthus selachidentatus,(A.H. Gentry) S.O. Grose,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro do Agenor.,-12.7,-39.766667,26/11/1995,GBIF,UESB,UESB,UESB,HUESB,1632,0,0,NA,1,specimen
247,Handroanthus selachidentatus,Handroanthus selachidentatus,Bignoniaceae,Tabebuia selachidentata A.H.Gentry,Bignoniaceae,Tabebuia selachidentata,A.H. Gentry,flowering plants,Accepted,Bignoniaceae,(A.H. Gentry) S.O. Grose,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Bahia,NA,Morro das tocas.,-12.716667,-39.7,14/10/1995,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
